File,Hit,LeftContext,TargetWord,RightContext,DepVar,HelpClass,HelpInflection,VerbLemma,InterveningWords,ObjPresent,ObjPronoun,ObjLength,ObjHead,HelpPolarity,PrecedingTo,SubjType,SubjHead,SubjAnimacy,CompLemma,CompTag
137822_1885-07-20_Question Observations.txt,115,probably the responsibility ignored by the Government would be taken up by individuals as a conscientious duty of mercy and protection towards tens or hundreds of thousands of weak and,helpless,"girls. The most prominent of the facts was the organized trade in human flesh. It was increasing and acquiring more influence than any other trade except that of beer and spirits. It might be said—""Do not interfere with free trade;"" but this was a trade in stolon goods, and was worse than the Slave Trade. The girls were kidnapped and",NA,ADJ,JJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138622_1885-08-10_(No 242) Consideration of Commons' Amendments.txt,116,three years further than any other country in the world. He trusted that the Bill would produce the good results to which their Lordships looked forward; but he could not,help,"thinking that, by making the HOLMES of the poor brighter and more cheerful, and decency and morality more possible in those HOLMES, they would effect more than by any Draconian legislation of this nature. LORD MOUNT-TEMPLE said, that he could not agree with the noble Earl that the publicity given to these criminal practices had not influenced this Bill. This",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
138622_1885-08-10_(No 242) Consideration of Commons' Amendments.txt,117,interest of the public; but it awakened in those who cared for this odious subject the earnest desire for a more effective and righteous law. The Bill was launched without,help,"from any utterance of public opinion. No breeze of public favour stiffened its sails; it got no welcome in the other House, but met with the cold shoulder. When revolting facts of horrible criminal cruelties on defenceless girls and young children were scattered widely abroad, the compassion and consciences of persons of right feeling were so roused that the Bill",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138238_1885-07-30_Committee.txt,118,"subject, he would remind them that the very last Act passed for the protection of childhood was drafted by him and passed through the House by him with very little",help,", indeed, from other hon. Members. As his character seemed now to be impugned, he would call evidence in support of his statements from that undeniable source, the Statute Book of the Realm. He referred to the Act which declared that consent on the part of a child to participation in filthy practices should no longer be a valid defence. Those",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138028_1885-07-24_Committee.txt,119,"in this way they ought to receive compensation. He had no interest in the matter except as a water drinker, and he did not take more water than he could",help,"; but he asked the House not to interfere with contracts entered into under Act of Parliament. THE EARL OF LONGFORD said, he thought there was a misunderstanding in the matter. The contract between the Companies and the public was that the Companies were to be paid on the valuation; but Parliament never intended that the Companies themselves should fix the",NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,NOtoBefore,PRON,he,Animate,ask,VBD
137862_1885-07-21_Committee.txt,120,"trivial beginnings that all his woes arose under the old law. I am afraid the time, if any, for action will be over before I am well enough to volunteer",help,". The pauper voter will' go' Conservative, and thus realize in outward shape and existence what has hitherto been a somewhat hazy dream, for he will be the first product of the Tory democracy. Whatever I write is, of course, quite at your disposal, and anything that has the effect of separating my unimportant self from the serious mistake my Radical",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137862_1885-07-21_Committee.txt,123,"results from the step which the House was taking with so light a heart. SIR FREDERICK MILNER said, that after the speeches which the House had heard he could not",help,"feeling that in supporting the measure of the Government they undertook a very serious responsibility. The hon. Members for West Norfolk and South Leicestershire and Liskeard were famous for the firmness with which they expressed their convictions upon all topics. They spoke from the heart their honest convictions, regardless of their own or their Party's interests. It seemed a curious",ING,VERB,VB,feel,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,feel,VBG
137862_1885-07-21_Committee.txt,124,"one time or another opposed the Bill, he himself intended to vote for it? Well, he confessed that his reason was a more or less sentimental one. He could not",help,"feeling that if a felon who had been discharged from gaol was to have the privilege of a vote it would be rather hard that an honest poor man, who only received temporary relief during sickness, should not be allowed the same privilege. He did not think that if the Bill were passed it would prevent a working man continuing",ING,VERB,VB,feel,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,feel,VBG
137862_1885-07-21_Committee.txt,125,"greater reason, in his opinion, for not altering the law as it at present stood. He had received that morning a letter from a clergyman, who wrote thus— Will it",help,"you to have my experience as chairman for many years of a rural Board of Guardians, and one who has not played at the work? I have no hesitation in saying that medical relief is not only the most dangerous form of relief (everyone knows that), but also the most unnecessary. In this district—and it is, or ought to he,",TO,VERB,VB,have,1,Yes,PRO,1,you,POS,NOtoBefore,PRON,it,Inanimate,have,VB
137862_1885-07-21_Committee.txt,126,"considered themselves bound to hold on to the Bill, although there was so little to commend it to the acceptation of the House. For his own part, he could not",help,"believing that this measure was one of the results of being on that side of the House—in Office without a majority. He did not believe for a moment that the Bill was supported by the good sense and intelligence of his right hon. Friends on the Front Bench. No doubt, they had acceded to Office under circumstances of difficulty; but,",ING,VERB,VB,believe,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,believe,VBG
137862_1885-07-21_Committee.txt,127,"been summoned to Cirencester and compelled in consequence to lose a day's work. This and similar reasons were the reasons why pauperism had decreased. MR. LABOUCHERE said, he could not",help,"expressing his respectful sympathy with Her Majesty's Government, for, whether they might be good men or not, they were certainly men who were struggling with difficulties. He did not think there was another instance of a Government which, in the first fortnight of its existence, had been so utterly discredited as the present. A fortnight ago they had a perfect",ING,VERB,VB,express,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,express,VBG
137862_1885-07-21_Committee.txt,128,"medical relief; but he asked whether, considering the rapid change which had come over the House—he did not attribute any motives for that change—and considering the bias which could not",help,"to weigh with the House at that moment, it would not be better to defer the permanent settlement of the question—to pass this clause for two years, as suggested by his hon. Friend (Mr. Acland), and then to have a strong Committee to decide what precautions and safeguards might be attached to the disqualification? The right hon. Gentleman (Mr. A.",TO,VERB,VB,weigh,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,which,Inanimate,weigh,VB
137862_1885-07-21_Committee.txt,129,"measure, and if, on inquiry, they found there was a better way of managing the thing, or that the provision could have certain safeguards attached to it. He could not",help,"thinking, judging from the tone of the right hon. Gentleman's remarks, that he had considerable doubt in his mind as to the wisdom of the change except as a matter of making a concession to popular demand. They ought to know a great deal more than they did about this subject, and he would urge on the Government and the",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
137862_1885-07-21_Committee.txt,130,"could not draw the line between medicine and food. If once they gave a vote to people who received food from the parish, he did not see how they could",help,"giving it in all cases of outdoor relief. As the Bill was drawn, there was a clear and well-defined line, and if they defaced it they would have to go outside medical relief. That, he confessed, he should greatly regret. He would just give one illustration of the cases in which medical officers might be called upon. Take the case",ING,VERB,VB,give,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,they,Animate,give,VBG
137862_1885-07-21_Committee.txt,131,"were absolutely disheartening the thrifty and provident. In the name of the working men of the country, he asked the Committee not to accept the Amendment. MR. CHAMBERLAIN I cannot",help,"thinking that the distinction that the hon. and learned Gentleman (the Attorney General) says we are going to establish is really not one of principle, but of words. The hon. and learned Gentleman says, with perfect truth, that when relief and medical extras are given they are given by the order of the Boards of Guardians. Yes; but they are",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,think,VBG
137634_1885-07-15_Class I—public Works and Buildings.txt,132,"referred to by the right hon. and learned Gentleman, and which was originally to cost £35,000. He wished to state, at the outset, that no one in this country could",help,entertaining the highest admiration for the eminent man who had made those plans. He was a Royal Academician and a most eminent architect; but he thought it would possibly be found that Mr. Pearson's antiquarian zeal had eaten up his discretion. He wished to recall to the recollection of the Committee how this matter originated. When the new Law Courts,ING,VERB,VB,entertain,0,No,NA,NA,NA,POS,NOtoBefore,NP,country,Inanimate,entertain,VBG
137710_1885-07-16_(No 177) Second Beading.txt,133,"the Peabody, or other similar Companies, under, of course, proper restrictions that they shall be applied, and solely, to the purpose of erecting dwellings for the working classes. I cannot",help,"hoping that in connection with that provision some effort may be made to obtain working-class dwellings that shall be, while still healthy and useful, somewhat cheaper in their construction than those which the Peabody Trustees have erected. I believe that the Peabody buildings have done an enormous amount of good; but they have not struck at the lowest and most",ING,VERB,VB,hop,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,hop,VBG
137193_1885-06-15_Adjournment.txt,134,any trouble to pass a measure of justice such as this was. By passing the measure they were rather depriving themselves of an electioneering cry. On behalf of the most,helpless,"portion of the community, he supported the request of the hon. Member for Ipswich. MR. CALLAN said, he also should support the proposal. He regretted that the Attorney General and other Members of the Government were not present to explain the course they took on a former occasion. SIR LYON PLAYFAIR said, he was glad one Irish Member had risen",NA,ADJ,JJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136877_1885-05-18_Motion for Leave [Adjourned Debate].txt,135,"to the tenants in other parts of Scotland, who would no doubt say to themselves that there was nothing to be hoped for by submitting and waiting for Parliament to",help,"them, and that they must take strong measures to assert their rights. Under those circumstances, they might look forward to claims being advanced with greater pressure than they had hitherto been. There remained just one point on which he hoped the Lord Advocate would be able to give some information. It related to evictions; and he would ask whether measures",NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,YEStoBefore,NP,Parliament,Inanimate,take,VB
137008_1885-05-21_Resolution [Adjourned Debate].txt,136,"Prime Minister had done everything to debase, degrade, and estrange that country; and now, in his troubles and his difficulties, he was obliged to go to the unspeakable Turk to",help,"him in the Soudan. It was to be hoped the country would never agree to Suakin being held by any other Power but ourselves. Our great object, it was always understood in Egypt, was to protect our highway to India and our great Australian Colonies; but if any other Power held Suakin, especially a European Power, and if that Power",NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,YEStoBefore,NP,Turk,Inanimate,hop,VBN
137008_1885-05-21_Resolution [Adjourned Debate].txt,137,"too much to ask for an explanation. The Government were trustees for the honour, dignity, and interests of the country; and unless the House knew the Government's intention, it was",helpless,"to check or advise the Government. MR. LABOUCHERE said, that, on these occasions, it was very easy to speak de omnibus rebus et quibusdam aliis, and the hon. and gallant Baronet opposite (Sir Walter B. Barttelot) had certainly done so. He should really like to know how long they were to be told by hon. Gentlemen opposite that the whole",NA,ADJ,JJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137008_1885-05-21_Resolution [Adjourned Debate].txt,138,"venture to say, with great respect, that when he speaks in that way he pre- sumes a little on his own position and on our credulity. We have been endeavouring,",helplessly,", anxiously, after sleepless nights, to wrest some information from the Government, and we have always been baffled by the Prime Minister giving us information not quickly, and certainly not much. The Prime Minister passed on to The Bosphore Egyptien, and he dealt with the subject in a curious way. I have read the Papers, and read them with much attention.",NA,ADV,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137489_1885-07-10_Observations.txt,139,"and absolutely none has been given to us by those who went out of Office. Now, they are the principal occasions of this great political crisis. My Lords, I cannot",help,"wondering, when I see the great political transformation which has taken place, and which is typified by the change of sides in both Houses. How is it that the great Administration of Mr. Gladstone, which came into Office with a majority ranging from 100 to 130, the most powerful Administration in numbers that has ever succeeded to power in this",ING,VERB,VB,wonder,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,wonder,VBG
137489_1885-07-10_Observations.txt,140,"itself, and it is extremely improbable that that should be so. My Lords, I set aside all those rumours. But it has been an open secret; and I could not",help,"observing that in certain newspapers paragraphs appeared on this subject which subsequent events proved to have been well informed. I do not know that it ever happened to such a great extent in any other Cabinet than the late Cabinet; but I only observed what everybody had observed. Then there is the evidence, however superficial, that during the last month",ING,VERB,VB,observe,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,observe,VBG
137489_1885-07-10_Observations.txt,141,"Cabinets had not yet become firmly rooted in the Constitution of the country, than to revert to the more personal references to which my noble Friend invites us. I cannot",help,"feeling, after all that has taken place, that this talk about united faces and this call to unity under the same Leaders whom we know to have been disunited, and to have brought the foreign policy of England into most serious jeopardy because of that disunion—to call upon us to unite under the same Leaders without due guarantees would hardly",ING,VERB,VB,feel,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,feel,VBG
137489_1885-07-10_Observations.txt,142,"as are needed in this country with quite as anxious a desire as any other Party could do at the present moment. With regard to the future, I could not",help,"observing that my noble Friend, in his speech, attempted a dangerous experiment — namely, a definition of what Liberalism is. I dissent from such a definition as he gave. He said that Liberalism meant always being at the head of any national movement—always a little ahead and never behind. Now, there is such a thing as a nation advancing into",ING,VERB,VB,observe,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,observe,VBG
"138465_1885-08-05_Egypt (Finance, &C)—policy of Her Majesty's Goveexmext.txt",143,"they were prepared to do their best to intervene by the suppression of such practices as were now prevalent in that country, and to stand by the persons who might",help,"to put them down. As to the use of the kourbash, the late Government had often been interrogated on the subject, and they said they had reason to believe that its use had very much diminished in Egypt. So long as he himself held his present position, he should endeavour to avoid any answer that would mislead the House. If",TO,VERB,VB,put,0,No,NA,NA,NA,POS,NOtoBefore,PRON,who,Animate,put,VB
137962_1885-07-23_Motion for an Adderss.txt,144,avenue to the University; but there was a provision made that any scholar showing a particular talent for classics should be sent to the High School. There were bursaries to,help,"such scholars there. The expenditure proposed for this school altogether would be £4,700. It was not, as had been stated by a Circular which he held in his hand, to be placed in a lower position than any public State-aided school. It was to be a very different kind of school from any ordinary State-aided school, and in some respects",NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,YEStoBefore,NP,bursary,Inanimate,propose,VBN
138664_1885-08-11_Consideration.txt,145,would ask them if they would put the opinions of those two Gentlemen against the opinions of all the Irish Members? While the Irish Members were doing their best to,help,"them they were still obstinate in their refusal; and all be could say was that, as far as his county was concerned, they were simply cutting the tenants in that county out of all the benefits contained in the Bill. Motion made, and Question put, ""That the said Clause be added to the Bill."" COLONEL KING-HARMAN (speaking seated, with head",NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,YEStoBefore,PRON,their,NA,say,VB
138664_1885-08-11_Consideration.txt,146,"""That those words be there inserted."" MR. SEXTON said, this appeared to carry out, so far as it went, the understanding arrived at in Committee that the new Commissioners should",help,"in the work of the old Commissioners; but a litigant should have the power of claiming the assistance of the Judicial Commissioner. THE ATTORNEY GENERAL FOR IRELAND (Mr. HOLMES) said, this was provided later on. Amendment agreed to. On Motion of Mr. ATTORNEY GENERAL for IRELAND the following Amendments made: — Page 9, line 24, leave out from the beginning",NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,NOtoBefore,NP,Commissioners,Inanimate,have,VB
137441_1885-07-09_Second Heading.txt,147,"every prospect of these bad times continuing. Taking these matters into consideration, and also the large charges which were laid upon the land in rates and tithes, he could not",help,"thinking that the land was practically verging upon bankruptcy. The measure of 1882 had been the crowning act of Earl Cairns's labours in the direction of freeing the land from the burdens under which it lay, and by it the whole tenure of the land had been altered. Lord Cairns had given to the tenants for life of settled estates",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
137883_1885-07-21_(No 184) Committee.txt,148,the landlord of the country; and that danger cannot arise unless this Bill succeeds to an extent and on a scale that none of us at present anticipate. I cannot,help,"asking why it is that such dangerous experiments as this have become necessary in Ireland? Let me direct your Lordships' attention to a few facts about which there neither can nor should be any controversy, and not to matters of opinion. The first is this— that the ownership of agricultural land in Ireland—I say agricultural land, because, of course, the",ING,VERB,VB,ask,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,ask,VBG
137883_1885-07-21_(No 184) Committee.txt,149,"the poorer class of tenants. It applies to the holders of farms of £3,000 rental, and many of them are very intelligent men, and men of some means. I cannot",help,"thinking that if my suggestion were acted on, and these men were enabled to become unlimited owners, it would do much to restore the value and saleability of land in Ireland. You would not have to bribe men to buy the land, and the article, in short, would be restored to its pristine value—the value which it has in every",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,think,VBG
137298_1885-07-06_Class V—foreign and Colonial Services.txt,150,"(Mr. Parnell), he trusted he would be able to accede to the wish of the hon. Member for Kirkcaldy. THE SECRETARY OF STATE FOR THE COLONIES said, he could not",help,"feeling the great force of the appeal made to him by hon. Gentlemen opposite. Communications were passing daily on the subject referred to by the hon. Member for Kirkcaldy, which rendered it in the highest sense desirable that they should not enter into a general discussion, with the present imperfect information which they possessed, of a Vote which did not",ING,VERB,VB,feel,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,feel,VBG
138530_1885-08-07_Poor Law (Ireland)—charge of Intoxication Against the Schoolmasters of the Belfa.txt,151,"steps the Local Government Board for Ireland have taken regarding the report furnished them, about two schoolmasters of the Belfast Workhouse named Madden and M'Guinness, who were seen in a",helpless,"state of drunkenness in the streets of Belfast on the 14th July 1885; is it true that, although Madden was assisted by some friends through a back entrance into the workhouse on this date, to the knowledge of the head schoolmaster and other officials of the workhouse, as well as several paupers, no report of Madden's condition was made to",NA,ADJ,JJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138134_1885-07-27_Malta—examinations for the Public Service (Army, Navy, and Civil)—observations.txt",152,"the last few years, examinations had been held on the island for entrance into the Fencible Artillery, and for certain appointments in the dockyards and military prisons. He could not",help,"hoping, however, that in the course of time the difficulties might be smoothed away; and, so far as the Civil Service Commissioners were concerned, they would be glad to lend a helping hand to the Colonial Office in carrying out the laudable object of the noble Earl opposite. He entirely agreed that the subject was one of great interest; and",ING,VERB,VB,hop,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,hop,VBG
"138134_1885-07-27_Malta—examinations for the Public Service (Army, Navy, and Civil)—observations.txt",153,"however, that in the course of time the difficulties might be smoothed away; and, so far as the Civil Service Commissioners were concerned, they would be glad to lend a",helping,"hand to the Colonial Office in carrying out the laudable object of the noble Earl opposite. He entirely agreed that the subject was one of great interest; and if a concession could be made it would be of the very greatest importance. THE UNDEE SECRETARY OF STATE FOR THE COLONIES (The Earl of DUNRAVEN) said, that with the remarks of",NA,ADJ,JJ,NA,NA,NA,NA,NA,NA,POS,YEStoBefore,PRON,they,Animate,carry,VBG
137333_1885-07-07_Parliament—business of the House—resolution.txt,154,"of local self-government in a complete sense and upon a large scale is, in my judgment, the primary want of Ireland, without which no mere cessation of repressive legislation can",help,"the country far onward on the road towards political peace and happiness and union with, this country. That, in my opinion, is the main question for Ireland, and here I am led to notice a subject with which the right hon. Gentleman dealt, and with regard to which I will endeavour to give him such limited assistance as is in",NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,NOtoBefore,NP,legislation,Inanimate,lead,VBN
137333_1885-07-07_Parliament—business of the House—resolution.txt,155,effected in the telegraph rate during the late autumn; and he desired to bring under the attention of the Government the financial effects of dropping that measure. He could not,help,"thinking that the Government had not sufficiently considered the fact that £500,000 had been spent upon new plant which would be necessary in case the cost of telegrams was lowered from 1s. to 6 d. Moreover, a very large staff had been taken on at the Post Office with a view of introducing the new tariff during the coming autumn.",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
138604_1885-08-10_Second Reading.txt,156,"it was high time something was done, and clone promptly. Although the measure was not a very large one, and would not remedy every grievance, for men must, after all,",help,"themselves, it would yet do something in the direction of ameliorating the condition of the people who were living in a state of degradation and poverty; and, at all events, it would show that the Legislature was willing to help the people so far as legislation could effect that object. It was on that ground that he submitted the Bill",NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,NOtoBefore,NP,man,Inanimate,do,VB
138604_1885-08-10_Second Reading.txt,157,"of ameliorating the condition of the people who were living in a state of degradation and poverty; and, at all events, it would show that the Legislature was willing to",help,"the people so far as legislation could effect that object. It was on that ground that he submitted the Bill con- fidently to the favourable consideration of the House. The right hon. Gentleman concluded by moving the second reading of the Bill. Motion made, and Question proposed, ""That the Bill be now read a second time.""—( Sir R. Assheton Cross.",NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,YEStoBefore,NP,Legislature,Inanimate,effect,VB
138604_1885-08-10_Second Reading.txt,158,"those principles were violated, it was likely that more harm than good would be done. This Bill simply pottered about with a few trumpery little remedies, and he could not",help,"viewing it as it stood with a good deal of suspicion. During the last 20 years a great improvement had taken place in the social condition of the working classes, and in existing circumstances it was not of so much importance to do something as to do the right thing. In dealing with a great question like this he thought",ING,VERB,VB,view,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,view,VBG
138444_1885-08-04_Committee [Progress 3rd August].txt,160,by some hon. Gentlemen that it was simply a matter of administration; but it seemed to him to have a much wider bearing; and he confessed that he could not,help,"looking upon the proposal with a considerable amount of apprehension. For his part he opposed the clause, because he feared it might prove ""the little reft in the lute"" which would introduce discord, and destroy the harmony between different portions of the Empire which they ought, by every means in their power, to promote. He, therefore, ox-pressed a sincere hope",ING,VERB,VB,look,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,look,VBG
138444_1885-08-04_Committee [Progress 3rd August].txt,161,"think it an important one, but because he thought it so very important that it was impossible to expect that it would be accepted at this stage. He could not",help,"feeling, however, that the Scotch Secretary, as appointed under the Bill, might, after all, turn out to be not so effective a Minister as the people of Scotland generally expected. If that was the case, it would be on account of the absence of a clause of this kind, and the very distinct saving there was of all the rights",ING,VERB,VB,feel,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,feel,VBG
137559_1885-07-13_Motion for Leave.txt,162,indirectly for the greater part of their lives; and therefore it appeared rather hard that when old age crept upon such men they should not be able to receive some,help,"from the community in the shape of medical relief, if they needed it, without losing their right to vote for the disbursers of the relief. But he did not wish to detain the House on the matter at present. He was very pleased that his Bill had been taken up by hon. Members opposite, for the reason, amongst others, that",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137559_1885-07-13_Motion for Leave.txt,163,"clause preventing the disqualification. The hon. Member for Ipswich (Mr. Jesse Collings), or any other Gentleman connected with the Radical Party, did not extend to them the smallest modicum of",help,"or sympathy. But when they got their clause into the Registration Bill , and it passed the Lords, the Radical Party suddenly woke up to the importance of the question; and what happened? When the hon. and learned Gentleman the Member for Christchurch (Mr. Horace Davey) introduced his Amendment in Committee on the Registration of Voters (England) Bill it was",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138442_1885-08-04_[Bill 165] Committee.txt,164,"would have to deal. But in that, as in other respects, he looked upon the Bill more as a first sketch than as a complete Constitution; and he could not",help,"believing that further legislation would be required, and that the outline contained in that measure would have hereafter to be filled up and developed in various particulars. Question put, and agreed to. Bill considered in Committee. (In the Committee.) Clauses 1 to 14, inclusive, agreed to. Clause 15 (Matters subject to legislative authority of Council). MR. BRYCE said, he wished,",ING,VERB,VB,believe,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,believe,VBG
137755_1885-07-17_Report.txt,166,"to the opponents and the promoters. He hoped that some definite rule would be laid down to prevent such misunderstanding in future. THE MARQUESS OF SALISBURY said, he could not",help,"feeling that it was very unfortunate that an Act of Parliament under which this misunderstanding had arisen had been read in a different sense from what they were now told was the right one. It seemed to him that they had simply a choice of injustice—injustice to the promoters, or injustice to the opponents of the Bill; but he thought",ING,VERB,VB,feel,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,feel,VBG
137948_1885-07-23_Medical Relief Disqualification Removal Bill.txt,167,that which he had much better take from the rates. When a man was struck down with sudden necessity he had better go to the fund to which he had,helped,"to subscribe, and out of which, with the help of his subscriptions, others had been relieved, than go to ask for individual doles from people of the neighbourhood. He believed that to do so would lower his self-respect and independence much more than by going to the rates. In these circumstances, he certainly intended to vote for the hon. Member's",TO,VERB,VBN,subscribe,0,No,NA,NA,NA,POS,YEStoBefore,PRON,he,Animate,subscribe,VB
137948_1885-07-23_Medical Relief Disqualification Removal Bill.txt,168,"rates. When a man was struck down with sudden necessity he had better go to the fund to which he had helped to subscribe, and out of which, with the",help,"of his subscriptions, others had been relieved, than go to ask for individual doles from people of the neighbourhood. He believed that to do so would lower his self-respect and independence much more than by going to the rates. In these circumstances, he certainly intended to vote for the hon. Member's Amendment. He hoped the House would not take too",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137152_1885-06-08_Second Reading.txt,169,it lest it might give offence to England. He thought that an increased duty should be laid on wine and champagnes especially for this reason also—that such a course would,help,"to reconcile the poorer classes of this country to the increased taxation imposed upon them. At the same time champagne, it should be remembered, was also taken by the lower classes a good deal. [""Oh!"" and laughter. ] Yes, he believed that the miners in the North of England often drank it. For these reasons he would vote in favour",TO,VERB,VB,reconcile,0,No,NA,NA,NA,POS,NOtoBefore,NP,course,Inanimate,reconcile,VB
137152_1885-06-08_Second Reading.txt,170,"did not see the least inconsistency in voting for the second reading of the Bill now. MR. COOPE said, it was his intention to support the Amendment. He could not",help,"thinking that the Chancellor of the Exchequer would be woefully disappointed in the result which he expected from the increased duties on spirits and beer. He entertained a strong conviction that the increased duties on spirits would lead to no increase in the Revenue. He believed that not only smuggling and illicit distillation would increase, but that adulteration would be",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
137152_1885-06-08_Second Reading.txt,171,"While the House acknowledged the equity of the proposal it would observe the necessity for restricting, and, he hoped, of abolishing, the practice of strict settlement. If the landlords would",help,", for their own advantage, in abolishing all that which the noble Marquess the Secretary of State for War had called— The artificial and obsolete restrictions of law which still hinder the natural distribution of land in a manner which would be most advantageous to the State, he would undertake to say that the value of their possessions would be increased",NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,NOtoBefore,NP,landlord,Inanimate,abolish,VBG
137967_1885-07-23_Third Reading.txt,172,"been withdrawn. He did not think that the promoters of the Bill had any cause of complaint, and, while wishing to avoid the use of strong language, he could not",help,"saying that their action in assenting to the introduction of the clause before the Committee, and then taking the first opportunity to get rid of it, was hardly straightforward. If their Lordships decided to reject the clause on the ground that it was against public policy, he hoped that they would recommit the Bill, in order that those who opposed",ING,VERB,VB,say,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,say,VBG
138296_1885-07-31_Part Ii.txt,173,opposed to giving the police the power of instituting proceedings against these women. It would be placing an unfair temptation in the way of the police; and he could not,help,"suspecting that those who had the control of the Force must feel very great doubt and hesitation with regard to putting these powers in their hands. He was altogether opposed to the police instituting anything against brothels and prostitutes. MR. GRAY said, he did not wish to pursue the discussion at that moment; but he ventured to say that there",ING,VERB,VB,suspect,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,suspect,VBG
"137788_1885-07-20_Literature, Science, and Art— The National Portrait Gallery.txt",174,"a suitable and perfectly safe building should be specially provided for this most interesting collection, which, in case of its destruction, it would be impossible to replace; and I cannot",help,"thinking that if such a permanent home were found for it the collection would much more rapidly increase. At all events, I shall during the Recess consider the question of a proper site and a proper building for such a purpose; so that, if possible, some proposal on the subject may be made to Parliament next year.",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,think,VBG
137742_1885-07-17_Resolution.txt,175,"was felt that their evidence could not be relied upon without the evidence of this more respectable informer, who only came in at the very last moment, and with whose",help,"the conviction was obtained. The prisoners were sentenced to long terms of penal servitude, with the exception of one, who was sentenced to 12 months' imprisonment, owing to the extenuating circumstance that during the time of the No-Pent Manifesto he had paid his rent. Some time after the trials in September, 1884, a week was set aside for special devotions",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
